id,left,top,right,bottom,CTPRVN_CD,CTP_ENG_NM,CTP_KOR_NM,lon,lat
2319,1125112.527900000102818,1682697.949100000085309,1125612.527900000102818,1682197.949100000085309,"26",Busan,何魂堡开矫,128.8759361000,35.1294316900
2320,1125112.527900000102818,1682197.949100000085309,1125612.527900000102818,1681697.949100000085309,"26",Busan,何魂堡开矫,128.8758603000,35.1249243700
2321,1125112.527900000102818,1681697.949100000085309,1125612.527900000102818,1681197.949100000085309,"26",Busan,何魂堡开矫,128.8757845000,35.1204170400
2322,1125112.527900000102818,1681197.949100000085309,1125612.527900000102818,1680697.949100000085309,"26",Busan,何魂堡开矫,128.8757087000,35.1159097100
2323,1125112.527900000102818,1680697.949100000085309,1125612.527900000102818,1680197.949100000085309,"26",Busan,何魂堡开矫,128.8756329000,35.1114023800
2324,1125112.527900000102818,1680197.949100000085309,1125612.527900000102818,1679697.949100000085309,"26",Busan,何魂堡开矫,128.8755572000,35.1068950500
2325,1125112.527900000102818,1679697.949100000085309,1125612.527900000102818,1679197.949100000085309,"26",Busan,何魂堡开矫,128.8754814000,35.1023877100
2326,1125112.527900000102818,1679197.949100000085309,1125612.527900000102818,1678697.949100000085309,"26",Busan,何魂堡开矫,128.8754057000,35.0978803600
2327,1125112.527900000102818,1678697.949100000085309,1125612.527900000102818,1678197.949100000085309,"26",Busan,何魂堡开矫,128.8753300000,35.0933730200
2328,1125112.527900000102818,1678197.949100000085309,1125612.527900000102818,1677697.949100000085309,"26",Busan,何魂堡开矫,128.8752543000,35.0888656600
2329,1125112.527900000102818,1677697.949100000085309,1125612.527900000102818,1677197.949100000085309,"26",Busan,何魂堡开矫,128.8751787000,35.0843583100
2330,1125112.527900000102818,1677197.949100000085309,1125612.527900000102818,1676697.949100000085309,"26",Busan,何魂堡开矫,128.8752323000,35.0811726800
2332,1125112.527900000102818,1676197.949100000085309,1125612.527900000102818,1675697.949100000085309,"26",Busan,何魂堡开矫,128.8739338000,35.0688020000
2333,1125112.527900000102818,1675697.949100000085309,1125612.527900000102818,1675197.949100000085309,"26",Busan,何魂堡开矫,128.8748846000,35.0663363100
2334,1125112.527900000102818,1675197.949100000085309,1125612.527900000102818,1674697.949100000085309,"26",Busan,何魂堡开矫,128.8757856000,35.0638668600
2413,1125612.527900000102818,1692197.949100000085309,1126112.527900000102818,1691697.949100000085309,"26",Busan,何魂堡开矫,128.8849394000,35.2132705900
2414,1125612.527900000102818,1691697.949100000085309,1126112.527900000102818,1691197.949100000085309,"26",Busan,何魂堡开矫,128.8832880000,35.2100020700
2415,1125612.527900000102818,1691197.949100000085309,1126112.527900000102818,1690697.949100000085309,"26",Busan,何魂堡开矫,128.8827192000,35.2059930400
2416,1125612.527900000102818,1690697.949100000085309,1126112.527900000102818,1690197.949100000085309,"26",Busan,何魂堡开矫,128.8826428000,35.2014857800
2417,1125612.527900000102818,1690197.949100000085309,1126112.527900000102818,1689697.949100000085309,"26",Busan,何魂堡开矫,128.8825664000,35.1969785300
2418,1125612.527900000102818,1689697.949100000085309,1126112.527900000102818,1689197.949100000085309,"26",Busan,何魂堡开矫,128.8824900000,35.1924712700
2419,1125612.527900000102818,1689197.949100000085309,1126112.527900000102818,1688697.949100000085309,"26",Busan,何魂堡开矫,128.8824137000,35.1879640100
2420,1125612.527900000102818,1688697.949100000085309,1126112.527900000102818,1688197.949100000085309,"26",Busan,何魂堡开矫,128.8828091000,35.1836808500
2421,1125612.527900000102818,1688197.949100000085309,1126112.527900000102818,1687697.949100000085309,"26",Busan,何魂堡开矫,128.8826047000,35.1789085700
2422,1125612.527900000102818,1687697.949100000085309,1126112.527900000102818,1687197.949100000085309,"26",Busan,何魂堡开矫,128.8825917000,35.1744912600
2423,1125612.527900000102818,1687197.949100000085309,1126112.527900000102818,1686697.949100000085309,"26",Busan,何魂堡开矫,128.8821786000,35.1698574300
2424,1125612.527900000102818,1686697.949100000085309,1126112.527900000102818,1686197.949100000085309,"26",Busan,何魂堡开矫,128.8820321000,35.1654276400
2425,1125612.527900000102818,1686197.949100000085309,1126112.527900000102818,1685697.949100000085309,"26",Busan,何魂堡开矫,128.8824272000,35.1609825500
2426,1125612.527900000102818,1685697.949100000085309,1126112.527900000102818,1685197.949100000085309,"26",Busan,何魂堡开矫,128.8818796000,35.1564130700
