gid,lbl,lon,lat,val,����ȸ����,�ְ�����,sum,����
마라3579,18602.0,128.9866866,35.10154409,0.5579986201517833,-0.0,0.30258169344647046,0.8605803135982537,50
마라4498,19539.0,129.0887312,35.27155338,0.5861055283918768,-0.0,0.2715291568875248,0.8576346852794017,51
마라4285,23628.0,129.064499,35.15466139,0.7087620361760205,-0.0,0.1391948005055064,0.8479568366815269,52
마라4591,17945.0,129.0984833,35.20831358,0.5382907880133184,-0.0,0.30853944755371004,0.8468302355670285,53
마라4890,19530.0,129.1312497,35.19886056,0.5858355580886101,-0.0,0.2603358006860444,0.8461713587746544,54
마라4490,20582.0,129.0873255,35.19944444,0.6173920868704441,-0.0,0.22639465607510378,0.8437867429455479,55
마라4690,21113.0,129.1092877,35.19915449,0.633320334763176,-0.0,0.20779924174038633,0.8411195765035623,56
마라4387,14026.0,129.075822,35.17254669,0.42073371929087794,-0.0,0.42029247156526445,0.8410261908561424,57
마라4190,25467.0,129.0543815,35.1998719,0.7639259681435041,-0.0,0.0769091893843654,0.8408351575278695,58
마라4487,15594.0,129.0867996,35.17240336,0.4677685454599993,-0.0,0.3699223686586026,0.837690914118602,59
마라3884,20796.0,129.0204295,35.14620642,0.6238113807481176,-0.0,0.21303484383462717,0.8368462245827448,60
마라4083,7601.0,129.042208,35.13691501,0.22800491945885948,-0.0,0.595414334717458,0.8234192541763174,61
마라3478,16092.0,128.9755555,35.09266382,0.4827069022407534,-0.0,0.335981224047662,0.8186881262884154,62
마라4390,19089.0,129.0763443,35.19958792,0.5726070132285448,-0.0,0.24480953240657158,0.8174165456351163,63
마라3791,18676.0,129.0106222,35.2094419,0.5602183759786422,-0.0,0.24426791839682252,0.8044862943754647,64
마라4497,19792.0,129.0885553,35.26253981,0.5936946935837056,-0.0,0.20418848167539266,0.7978831752590982,65
마라4289,16793.0,129.06519,35.19071663,0.5037345891951884,-0.0,0.2829030510922549,0.7866376402874433,66
마라3981,8464.0,129.0308975,35.11902614,0.253892071872094,-0.0,0.530240115544322,0.784132187416416,67
마라3779,9387.0,129.0086236,35.10127305,0.2815790263071062,-0.0,0.49286874887163745,0.7744477751787436,68
마마5105,24214.0,129.1669595,35.33361056,0.7263401025887151,-0.0,0.0463982668351688,0.7727383694238839,69
마라4481,13496.0,129.08575,35.1183208,0.4048354680985091,-0.0,0.35800686044412344,0.7628423285426326,70
마라4391,17390.0,129.0765185,35.20860164,0.5216426193118756,-0.0,0.238851778299332,0.7604943976112076,71
마라4789,21278.0,129.1200897,35.18999449,0.6382697903230643,-0.0,0.11753024011554432,0.7558000304386087,72
마라3379,19414.0,128.9647493,35.10181116,0.5823559408465068,-0.0,0.17151110308719986,0.7538670439337066,73
마라5093,10904.0,129.1537597,35.22560273,0.3270840207577166,-0.0,0.4175844015165192,0.7446684222742358,74
마라3479,16482.0,128.975718,35.10167812,0.4944056153823079,-0.0,0.24372630438707346,0.7381319197693813,75
마라3987,15634.0,129.0319108,35.17311011,0.46896841347451773,-0.0,0.2581693446470482,0.7271377581215659,76
마라3690,15153.0,128.9994734,35.20056442,0.45454000059993394,-0.0,0.2695432388517783,0.7240832394517123,77
마라4186,16228.0,129.0536951,35.16381652,0.486786453490116,-0.0,0.231991334175844,0.71877778766596,78
마라3482,18026.0,128.9762057,35.12872093,0.5407205207427183,-0.0,0.1778299332009388,0.718550453943657,79
마라4788,21994.0,129.1199108,35.18098094,0.6597474277829437,-0.0,0.04802310886441596,0.7077705366473597,80
마라4384,13237.0,129.0753005,35.14550534,0.39706632270450243,-0.0,0.3076367575374616,0.704703080241964,81
마라3778,7298.0,129.0084575,35.09225889,0.2189159192488826,-0.0,0.48257808268640545,0.701494001935288,82
마라4889,18688.0,129.1310694,35.18984708,0.5605783363829978,-0.0,0.13955587651200577,0.7001342128950035,83
마라5094,9418.0,129.1539426,35.23461606,0.2825089240183579,-0.0,0.41559848348077266,0.6981074074991306,84
마라3985,12844.0,129.0315727,35.15508217,0.3852776194618591,-0.0,0.3094421375699585,0.6947197570318175,85
마라4392,13486.0,129.0766928,35.21761534,0.4045355010948795,-0.0,0.2895829572124932,0.6941184583073727,86
마라4081,13836.0,129.0418681,35.11888706,0.41503434622191554,-0.0,0.27550099295901787,0.6905353391809335,87
마라4283,17407.0,129.0641539,35.13663368,0.5221525632180459,-0.0,0.16771980501895647,0.6898723682370024,88
마라4681,14327.0,129.1076904,35.11803172,0.4297627261001289,-0.0,0.25744719263404947,0.6872099187341784,89
마라4185,14301.0,129.0535236,35.15480264,0.42898281189069193,-0.0,0.25510019859180355,0.6840830104824955,90
마라4791,16638.0,129.1204478,35.20802155,0.49908510063892964,-0.0,0.17367755912619606,0.6727626597651257,91
마라4491,14867.0,129.0875009,35.20845811,0.44596094429612737,-0.0,0.20527170969489075,0.6512326539910182,92
마라4785,14614.0,129.1193745,35.1539402,0.4383717791042985,-0.0,0.2126737678281278,0.6510455469324263,93
마라3380,16235.0,128.9649106,35.11082549,0.4869964303926567,-0.0,0.16085936089546848,0.6478557912881252,94
마라4689,16228.0,129.1091099,35.19014091,0.486786453490116,-0.0,0.15869290485647228,0.6454793583465883,95
마라3589,16048.0,128.9883271,35.19168584,0.48138704742478317,-0.0,0.16266474092796532,0.6440517883527485,96
마라4685,15305.0,129.1083996,35.15408643,0.45909949905510383,-0.0,0.1821628452789312,0.6412623443340351,97
마라3587,14773.0,128.9879984,35.17365761,0.4431412544620091,-0.0,0.1890232894024192,0.6321645438644283,98
마라4087,14826.0,129.0428887,35.17297074,0.44473107958124597,-0.0,0.18198230727568152,0.6267133868569275,99
마라3891,17545.0,129.0216051,35.20930435,0.5262921078681344,-0.0,0.09875428777757718,0.6250463956457116,100
마라2777,20715.0,128.8986278,35.08455936,0.6213816480187179,-0.0,0.002346994042245893,0.6237286420609638,101
마라3790,14613.0,129.0104552,35.20042791,0.4383417824039355,-0.0,0.18396822531142804,0.6223100077153636,102
마라3784,13499.0,129.009455,35.14634365,0.40492545819959797,-0.0,0.21249322982487812,0.6174186880244761,103
마라4787,13346.0,129.119732,35.17196737,0.4003359630440651,-0.0,0.21682614190287056,0.6171621049469357,104
마라2577,17004.0,128.8766942,35.08481039,0.510063892971773,-0.0,0.09153276764758982,0.6015966606193628,105
마라4288,10054.0,129.0650171,35.18170284,0.3015868254492005,-0.0,0.2953601733164831,0.5969469987656837,106
마라3794,18733.0,129.0111235,35.2364838,0.561928187899331,-0.0,0.03249684058494313,0.5944250284842741,107
마라3881,8387.0,129.0199267,35.11916423,0.2515823259441461,-0.0,0.3282180899079256,0.5798004158520718,108
마라3685,14343.0,128.9986458,35.15549402,0.4302426733059363,-0.0,0.14858277667448996,0.5788254499804263,109
마라4692,11152.0,129.1096436,35.21718162,0.3345232024477307,-0.0,0.2410182343383282,0.575541436786059,110
마라3792,16204.0,129.0107892,35.21845588,0.486066532681405,-0.0,0.08160317746885719,0.5676697101502621,111
마라3678,13547.0,128.9974902,35.09239486,0.4063652998170201,-0.0,0.15255461274598303,0.5589199125630031,112
마라4389,14494.0,129.0761701,35.19057419,0.4347721750607432,-0.0,0.1233074562195342,0.5580796312802774,113
마라5186,15133.0,129.163457,35.16235876,0.4539400665926747,-0.0,0.10200397183607149,0.5559440384287462,114
마라4986,17343.0,129.1415053,35.16265827,0.5202327743948165,-0.0,0.02401155443220798,0.5442443288270244,115
마라4683,16283.0,129.1080448,35.1360591,0.48843627201007883,-0.0,0.055064090991153634,0.5435003630012325,116
마라3374,16336.0,128.9639438,35.05673931,0.49002609712931566,-0.0,0.050731178913161215,0.5407572760424769,117
마라4188,10307.0,129.0540382,35.18184424,0.3091759906410294,-0.0,0.2309081061563459,0.5400840967973753,118
마라4684,13033.0,129.1082222,35.14507277,0.39094699583045855,-0.0,0.14786062466149125,0.5388076204919499,119
마라3586,11050.0,128.9878342,35.16464347,0.33146353901070874,-0.0,0.20707708972738761,0.5385406287380964,120
마라4393,12317.0,129.0768672,35.22662902,0.36946935837057915,-0.0,0.1664560389962087,0.5359253973667879,121
마라4582,11978.0,129.0968962,35.1271905,0.3593004769475357,-0.0,0.16356743094421375,0.5228679078917494,122
마라4277,10152.0,129.0631206,35.08255022,0.3045265020847706,-0.0,0.2139375338508756,0.5184640359356463,123
마라3795,16764.0,129.0112907,35.24549773,0.5028646848846626,-0.0,0.014623578263224407,0.517488263147887,124
마라2979,16769.0,128.9208738,35.1023334,0.5030146683864773,-0.0,0.010471204188481674,0.513485872574959,125
마라3979,10596.0,129.0305603,35.10099804,0.31784503704592487,-0.0,0.19407835349341035,0.5119233905393352,126
마라3476,13324.0,128.9752308,35.07463519,0.39967603563607995,-0.0,0.11139194800505506,0.511067983641135,127
마라3785,14122.0,129.0096215,35.15535773,0.4236134025257221,-0.0,0.08395017151110308,0.5075635740368252,128
마라4376,12551.0,129.0739131,35.07339443,0.37648858625551185,-0.0,0.12944574833002345,0.5059343345855353,129
마라3984,10398.0,129.0314038,35.14606819,0.3119056903740588,-0.0,0.19191189745441414,0.503817587828473,130
마라5595,9764.0,129.2090586,35.24286592,0.29288778234394214,-0.0,0.1778299332009388,0.47071771554488095,131
마라3575,15447.0,128.9860324,35.06548699,0.4633590305066442,-0.0,0.005957754107239574,0.46931678461388376,132
마라5086,13726.0,129.1524812,35.16250901,0.4117347091819899,-0.0,0.05668893302040079,0.4684236422023907,133
마라5387,15489.0,129.1855945,35.17106857,0.4646188919218885,-0.0,0.0028886080519949448,0.4675074999738834,134
마라4593,8481.0,129.0988369,35.22634078,0.2544020157782643,-0.0,0.20418848167539266,0.458590497453657,135
마라4377,9454.0,129.0740862,35.08240834,0.2835888052314245,-0.0,0.1695251850514533,0.4531139902828778,136
마라5386,12006.0,129.1854085,35.16205529,0.3601403845576986,-0.0,0.08774146957934645,0.44788185413704507,137
마라4781,10355.0,129.1186606,35.11788569,0.3106158322584515,-0.0,0.13504242643076367,0.44565825868921516,138
마라3583,14139.0,128.9873419,35.13760096,0.4241233464318924,-0.0,0.015526268279472828,0.43964961471136527,139
마라4987,12920.0,129.1416865,35.17167175,0.38755736868944407,-0.0,0.05145333092615995,0.439010699615604,140
마라3588,12582.0,128.9881628,35.18267173,0.3774184839667636,-0.0,0.051994944935909004,0.4294134289026726,141
마라4985,14222.0,129.1413242,35.15364477,0.4266130725620181,-0.0,0.0,0.4266130725620181,142
마마5104,13582.0,129.1667745,35.32459744,0.4074151843297237,-0.0,0.0028886080519949448,0.4103037923817186,143
마라4182,3217.0,129.0530098,35.12776092,0.09649938506764254,-0.0,0.3134139736414515,0.40991335870909407,144
마라4691,10539.0,129.1094656,35.20816806,0.3161352251252362,-0.0,0.09315760967683696,0.4092928348020731,145
마라5187,10150.0,129.1636406,35.17137215,0.3044665086840447,-0.0,0.10398988987181801,0.4084563985558627,146
마라3483,12608.0,128.9763685,35.13773517,0.37819839817620055,-0.0,0.026900162484202923,0.40509856066040345,147
마라3474,9874.0,128.9749064,35.05660649,0.2961874193838677,-0.0,0.10832280194981043,0.40451022133367814,148
마라3475,12501.0,128.9750686,35.06562085,0.3749887512373638,-0.0,0.020761870373713666,0.3957506216110775,149
마라3578,8284.0,128.9865229,35.09252984,0.24849266580676121,-0.0,0.1458747066257447,0.3943673724325059,150
마라5695,9242.0,129.2200449,35.24271024,0.27722950475447694,-0.0,0.1166275500992959,0.39385705485377287,151
마라3777,6300.0,129.0082915,35.08324471,0.18897921228664843,-0.0,0.20400794367214298,0.3929871559587914,152
마라2878,12689.0,128.9097496,35.09344693,0.3806281309056003,-0.0,0.0014443040259974724,0.3820724349315978,153
마라3781,8216.0,129.0089559,35.11930133,0.24645289018207994,-0.0,0.1346813504242643,0.38113424060634427,154
마라5696,10386.0,129.2202353,35.25172324,0.31154572996970326,-0.0,0.06481314316663657,0.3763588731363398,155
마라4588,10526.0,129.0979536,35.18127268,0.31574526802051767,-0.0,0.05903592706264668,0.3747811950831643,156
마마5204,11225.0,129.1777721,35.32444529,0.33671296157422675,-0.0,0.03412168261419028,0.37083464418841705,157
마라3585,8842.0,128.98767,35.15562931,0.2652308246092929,-0.0,0.1041704278750677,0.3694012524843606,158
마라3691,9172.0,128.9996392,35.20957846,0.27512973572906974,-0.0,0.08774146957934645,0.3628712053084162,159
마라3486,11022.0,128.9768571,35.16477781,0.3306236314005459,-0.0,0.0249142444484564,0.3555378758490023,160
마마5304,10575.0,129.1887696,35.32429214,0.31721510633830274,-0.0,0.029608232532948184,0.34682333887125094,161
마라3796,11176.0,129.0114581,35.25451166,0.33524312325644173,-0.0,0.011373894204730095,0.34661701746117185,162
마라3378,10373.0,128.964588,35.09279682,0.3111557728649848,-0.0,0.0249142444484564,0.3360700173134412,163
마라4091,5728.0,129.0435707,35.20902625,0.17182109967903528,-0.0,0.16392850695071312,0.3357496066297484,164
마라3377,4619.0,128.9644269,35.08378247,0.13855475897651257,-0.0,0.1866762953601733,0.32523105433668587,165
마라3480,7436.0,128.9758805,35.11069241,0.22305546389897107,-0.0,0.1018234338328218,0.3248788977317929,166
마라3894,9323.0,129.02211,35.23634611,0.2796592374838767,-0.0,0.03701029066618523,0.31666952815006194,167
마라3897,9442.0,129.0226157,35.26338774,0.28322884482706895,-0.0,0.03231630258169344,0.3155451474087624,168
마라3688,10246.0,128.9991422,35.1825363,0.30734619191888884,-0.0,0.007943672142986098,0.3152898640618749,169
마라3684,7323.0,128.9984805,35.14647989,0.2196658367579566,-0.0,0.08972738761509297,0.30939322437304956,170
마라3373,10140.0,128.9637829,35.0477249,0.3041665416804151,-0.0,0.0028886080519949448,0.30705514973241005,171
마라5697,9318.0,129.2204258,35.26073622,0.27950925398206194,-0.0,0.019137028344466508,0.29864628232652846,172
마라4276,8293.0,129.0629487,35.07353626,0.24876263611002786,-0.0,0.04585665282541975,0.2946192889354476,173
마라3876,4785.0,129.0190903,35.07409365,0.14353421123676394,-0.0,0.1447914786062466,0.28832568984301055,174
마라2978,9514.0,128.9207174,35.09331889,0.2853886072532021,-0.0,0.0018053800324968404,0.28719398728569895,175
마라2877,9199.0,128.9095944,35.08443236,0.27593964663886966,-0.0,0.0036107600649936808,0.27955040670386333,176
마라4886,8001.0,129.1305293,35.16280653,0.24000359960404352,-0.0,0.038274056688933016,0.2782776562929765,177
마라4385,3916.0,129.0754742,35.15451914,0.11746707862135163,-0.0,0.15995667087922008,0.2774237495005717,178
마라3886,8715.0,129.020765,35.16423447,0.261421243663197,-0.0,0.01119335620148041,0.27261459986467745,179
마라3689,8691.0,128.9993078,35.19155037,0.26070132285448594,-0.0,0.011554432207979779,0.27225575506246574,180
마라4584,7493.0,129.0972483,35.14521795,0.2247652758196598,-0.0,0.041162664740927966,0.26592794056058777,181
마라4282,1088.0,129.0639815,35.1276198,0.032636409994900556,-0.0,0.22801949810435096,0.26065590809925154,182
마라4887,7499.0,129.1307092,35.17182006,0.22494525602183757,-0.0,0.030510922549196604,0.2554561785710342,183
마라5193,7969.0,129.164744,35.22545213,0.2390437051924288,-0.0,0.01335981224047662,0.2524035174329054,184
마라3992,7893.0,129.0327574,35.21817968,0.23676395596484381,-0.0,0.015345730276223143,0.25210968624106694,185
마라4888,5812.0,129.1308893,35.18083357,0.17434082250952393,-0.0,0.07745080339411446,0.2517916259036384,186
마라3577,7715.0,128.9863593,35.08351557,0.23142454330023693,-0.0,0.019137028344466508,0.25056157164470344,187
마라4680,5083.0,129.1075134,35.109018,0.15247322794492604,-0.0,0.09658783173858096,0.249061059683507,188
마라3789,6433.0,129.0102883,35.1914139,0.19296877343492214,-0.0,0.05578624300415237,0.2487550164390745,189
마라4779,8225.0,129.1183041,35.09985834,0.24672286048534656,-0.0,0.0019859180357465244,0.24870877852109308,190
마라4885,7888.0,129.1303494,35.15379298,0.23661397246302904,-0.0,0.011373894204730095,0.24798786666775913,191
마라3279,6945.0,128.9537805,35.10194321,0.20832708402075767,-0.0,0.03863513269543239,0.24696221671619006,192
마라5589,4646.0,129.2079252,35.18878732,0.1393646698863125,-0.0,0.10561473190106517,0.24497940178737765,193
마라3477,6787.0,128.9753931,35.08364951,0.20358760536341,-0.0,0.041343202744177646,0.24493080810758766,194
마라3895,6494.0,129.0222785,35.24536,0.1947985721570627,-0.0,0.04603719082866943,0.24083576298573212,195
마라2980,5361.0,128.9210303,35.11134791,0.16081231064582893,-0.0,0.07618703737136667,0.2369993480171956,196
마라4485,7302.0,129.0864494,35.15437589,0.21903590605033443,-0.0,0.014984654269723776,0.23402056032005822,197
마라4784,7581.0,129.1191959,35.14492659,0.2274049854516003,-0.0,0.003971836071493049,0.23137682152309333,198
마라3982,2215.0,129.0310662,35.12804017,0.06644269130395655,-0.0,0.15797075284347353,0.22441344414743009,199
마라3487,6353.0,128.9770202,35.17379199,0.19056903740588532,-0.0,0.030871998555695973,0.2214410359615813,200
마라2184,6735.0,128.8338545,35.1484043,0.20202777694453605,-0.0,0.01642895829572125,0.2184567352402573,201
마마5203,5705.0,129.1775859,35.3154322,0.1711311755706872,-0.0,0.04657880483841848,0.21770998040910566,202
마라4595,4249.0,129.0991907,35.24436792,0.12745597984221732,-0.0,0.08665824155984835,0.21411422140206565,203
마라3376,6150.0,128.9642658,35.0747681,0.18447970723220442,-0.0,0.0294276945296985,0.21390740176190293,204
마라3892,5711.0,129.0217733,35.21831828,0.17131115577286496,-0.0,0.04062105073117891,0.21193220650404387,205
마라4088,3912.0,129.0430591,35.18198464,0.11734709181989979,-0.0,0.09424083769633507,0.21158792951623484,206
마라4993,2849.0,129.1427753,35.22575233,0.08546059933407324,-0.0,0.11626647409279653,0.20172707342686977,207
마라4480,4753.0,129.0855753,35.10930699,0.1425743168251492,-0.0,0.058133237046398265,0.20070755387154748,208
마라4084,2147.0,129.0423781,35.14592897,0.06440291567927527,-0.0,0.13341758440151652,0.19782050008079177,209
마라5087,4906.0,129.1526636,35.17152244,0.1471638119806821,-0.0,0.050189564903412164,0.19735337688409427,210
마라3381,6437.0,128.965072,35.1198398,0.19308876023637397,-0.0,0.0032496840584943128,0.1963384442948683,211
마라5698,6105.0,129.2206164,35.26974919,0.18312985571587123,-0.0,0.009026900162484202,0.19215675587835543,212
마마5303,5925.0,129.1885822,35.31527911,0.1777304496505384,-0.0,0.009387976168983571,0.18711842581952198,213
마라3576,5374.0,128.9861958,35.07450129,0.1612022677505474,-0.0,0.022567250406210507,0.1837695181567579,214
마라2680,3508.0,128.8881194,35.1117293,0.10522842487326392,-0.0,0.0779924174038635,0.18322084227712743,215
마라4499,4250.0,129.0889073,35.28056693,0.1274859765425803,-0.0,0.05488355298790395,0.18236952953048424,216
마라5596,4559.0,129.2092478,35.25187897,0.13675495695473497,-0.0,0.043870734789673224,0.18062569174440818,217
마라4581,4220.0,129.0967202,35.11817676,0.1265860755316915,-0.0,0.05163386892940964,0.17821994446110112,218
마라4782,4924.0,129.1188389,35.12689934,0.14770375258721538,-0.0,0.029247156526448815,0.1769509091136642,219
마라3485,4578.0,128.9766942,35.15576361,0.1373248942616312,-0.0,0.036288138653186496,0.1736130329148177,220
마라5798,4037.0,129.2316063,35.26959236,0.1210966793652698,-0.0,0.04838418487091532,0.16948086423618514,221
마라5488,3880.0,129.1967586,35.1799285,0.11638719740828507,-0.0,0.05289763495215743,0.1692848323604425,222
마라2879,5344.0,128.9099048,35.10246148,0.1603023667396586,-0.0,0.008846362159234518,0.16914872889889312,223
마라4484,3067.0,129.0862744,35.14536214,0.09199988001319853,-0.0,0.07275681530962268,0.16475669532282122,224
마마4601,1043.0,129.1112487,35.29830298,0.03128655847856735,-0.0,0.13341758440151652,0.16470414288008386,225
마라4693,2986.0,129.1098216,35.22619516,0.08957014728379877,-0.0,0.07420111933562014,0.1637712666194189,226
마라4475,2034.0,129.0847031,35.06423774,0.06101328853826078,-0.0,0.1018234338328218,0.1628367223710826,227
마라4177,1805.0,129.052155,35.0826911,0.05414404415514292,-0.0,0.10669795992056327,0.1608420040757062,228
마라5694,3014.0,129.2198546,35.23369723,0.09041005489396164,-0.0,0.06986820725762773,0.16027826215158936,229
마라5594,3947.0,129.2088695,35.23385286,0.11839697633260339,-0.0,0.04098212673767828,0.15937910307028166,230
마라4780,3951.0,129.1184823,35.10887202,0.11851696313405523,-0.0,0.04044051272792923,0.15895747586198444,231
마라3990,5131.0,129.0324185,35.2001519,0.15391306956234813,-0.0,0.0018053800324968404,0.15571844959484496,232
마마5106,4772.0,129.1671447,35.34262367,0.14314425413204546,-0.0,0.0014443040259974724,0.14458855815804292,233
마라5898,1242.0,129.2425961,35.26943452,0.03725590185079641,-0.0,0.10561473190106517,0.14287063375186157,234
마라3590,3565.0,128.9884916,35.20069994,0.10693823679395265,-0.0,0.03376060660769092,0.14069884340164357,235
마라5591,3726.0,129.2083026,35.20681358,0.11176770555238921,-0.0,0.02708070048745261,0.13884840603984183,236
마라4191,4066.0,129.0545534,35.20888571,0.12196658367579565,-0.0,0.015706806282722512,0.13767338995851816,237
마라4394,3211.0,129.0770417,35.23564269,0.09631940486546478,-0.0,0.03989889871818018,0.13621830358364495,238
마라3280,4265.0,128.9539406,35.11095758,0.1279359270480247,-0.0,0.005416140097490522,0.13335206714551523,239
마라3978,1794.0,129.0303918,35.09198397,0.05381408045115037,-0.0,0.07943672142986098,0.13325080188101135,240
마라4891,2001.0,129.13143,35.20787404,0.0600233974262831,-0.0,0.07059035927062646,0.13061375669690956,241
마라5793,1327.0,129.2306482,35.22452763,0.03980562138164801,-0.0,0.08719985556959739,0.1270054769512454,242
마라5092,1389.0,129.1535768,35.21658939,0.041665416804151534,-0.0,0.08521393753385087,0.1268793543380024,243
마라4284,17052.0,129.0643264,35.14564754,0.5115037345891951,-1.0,0.6150929770716735,0.1265967116608686,244
마라3287,1001.0,128.9550634,35.17405779,0.03002669706332303,-0.0,0.0951435277125835,0.12517022477590653,245
마마5803,1129.0,129.2435625,35.31449863,0.033866274709781916,-0.0,0.0906300776313414,0.12449635234112331,246
마라3192,1077.0,128.9448829,35.21926057,0.032306446290907995,-0.0,0.09081061563459107,0.12311706192549907,247
마라4386,2283.0,129.0756481,35.16353292,0.06848246692863784,-0.0,0.051814406932659325,0.12029687386129717,248
마라3392,1014.0,128.966852,35.21899632,0.03041665416804151,-0.0,0.08882469759884455,0.11924135176688606,249
