gid,lbl,val,lon,lat,����ȸ����,�ְ�����
마라5096,"10.00",9.9999999999999982236431605997495,129.1543088000,35.2526426800,0.000000000000000,5.000000000000000
마라4389,"14494.00",14494.0000000000000000000000000000000,129.0761701000,35.1905741900,0.000000000000000,683.000000000000000
마라2688,"96.00",96.0000000000000000000000000000000,128.8893448000,35.1838458200,0.000000000000000,65.000000000000000
마라3592,"787.00",787.0000000000000000000000000000000,128.9888207000,35.2187280900,0.000000000000000,378.000000000000000
마라3389,"176.00",176.0000000000000000000000000000000,128.9663657000,35.1919538000,0.000000000000000,101.000000000000000
마라4483,"21301.00",21301.0000000000000000000000000000000,129.0860995000,35.1363483800,0.000000000000000,2234.000000000000000
마라3189,N/A,0.0000000000000000000000000000000,128.9444039000,35.1922177900,0.000000000000000,0.000000000000000
마라5997,"13.00",13.0000000000000000000000000000000,129.2533916000,35.2602628800,0.000000000000000,19.000000000000000
마마5504,"376.00",376.0000000000000000000000000000000,129.2107644000,35.3239828500,0.000000000000000,123.000000000000000
마라5097,"44.00",44.0000000000000000000000000000000,129.1544920000,35.2616559700,0.000000000000000,23.000000000000000
마라2172,"53.00",53.0000000000000000000000000000000,128.8320937000,35.0402260500,0.000000000000000,4.000000000000000
마라3476,"13324.00",13324.0000000000000000000000000000000,128.9752308000,35.0746351900,0.000000000000000,617.000000000000000
마라5385,"71.00",71.0000000000000000000000000000000,129.1852225000,35.1530419900,0.000000000000000,7.000000000000000
마라3493,"46.00",46.0000000000000000000000000000000,128.9779999000,35.2278768100,0.000000000000000,25.000000000000000
마라5295,"363.00",363.0000000000000000000000000000000,129.1760991000,35.2433269900,0.000000000000000,111.000000000000000
마마5505,"30.00",30.0000000000000000000000000000000,129.2109544000,35.3329957700,0.000000000000000,30.000000000000000
마마5607,"23.00",23.0000000000000000000000000000000,129.2223355000,35.3508652600,0.000000000000000,16.000000000000000
마라5394,"20.00",19.9999999999999964472863211994991,129.1868990000,35.2341611300,0.000000000000000,3.000000000000000
마라4693,"2986.00",2986.0000000000000000000000000000000,129.1098216000,35.2261951600,0.000000000000000,411.000000000000000
마라2992,"14.00",14.0000000000000017763568394002505,128.9229136000,35.2195208300,0.000000000000000,3.000000000000000
마라2174,"779.00",779.0000000000000000000000000000000,128.8323865000,35.0582559000,0.000000000000000,357.000000000000000
마마5300,N/A,0.0000000000000000000000000000000,129.1880204000,35.2882399100,0.000000000000000,0.000000000000000
마라2777,"20715.00",20715.0000000000000000000000000000000,128.8986278000,35.0845593600,0.000000000000000,13.000000000000000
마라5297,"56.00",56.0000000000000071054273576010019,129.1764703000,35.2613533800,0.000000000000000,21.000000000000000
마라4278,"14663.00",14663.0000000000000000000000000000000,129.0632927000,35.0915641600,0.000000000000000,3860.000000000000000
마라2079,"8.00",8.0000000000000000000000000000000,128.8221501000,35.1034504200,0.000000000000000,0.000000000000000
마마5902,"683.00",683.0000000000000000000000000000000,129.2543637000,35.3053268000,0.000000000000000,340.000000000000000
마라5497,"122.00",122.0000000000000000000000000000000,129.1984482000,35.2610467900,0.000000000000000,99.000000000000000
마라3887,"1803.00",1803.0000000000000000000000000000000,129.0209328000,35.1732484700,0.000000000000000,0.000000000000000
마라4291,"19952.00",19952.0000000000000000000000000000000,129.0655360000,35.2087441700,0.000000000000000,2024.000000000000000
마마5804,"96.00",96.0000000000000000000000000000000,129.2437560000,35.3235114100,0.000000000000000,66.000000000000000
마라4474,"6.00",6.0000000000000000000000000000000,129.0845289000,35.0552238400,0.000000000000000,0.000000000000000
마라4076,"56.00",56.0000000000000071054273576010019,129.0410197000,35.0738169300,0.000000000000000,51.000000000000000
마라3584,"1970.00",1970.0000000000000000000000000000000,128.9875059000,35.1466151400,0.000000000000000,102.000000000000000
마라3994,"6.00",6.0000000000000000000000000000000,129.0330965000,35.2362074200,0.000000000000000,0.000000000000000
마라2486,N/A,0.0000000000000000000000000000000,128.8670826000,35.1660665700,0.000000000000000,0.000000000000000
마마4702,"131.00",131.0000000000000000000000000000000,129.1224230000,35.3071693500,0.000000000000000,82.000000000000000
마라5397,N/A,0.0000000000000000000000000000000,129.1874593000,35.2612005800,0.000000000000000,2.000000000000000
마마5002,"28.00",28.0000000000000035527136788005009,129.1554093000,35.3067222000,0.000000000000000,5.000000000000000
마라2784,"12.00",12.0000000000000000000000000000000,128.8997068000,35.1476613600,0.000000000000000,11.000000000000000
마라1983,N/A,0.0000000000000000000000000000000,128.8117585000,35.1396291300,0.000000000000000,0.000000000000000
마라2683,"77.00",77.0000000000000000000000000000000,128.8885784000,35.1387731000,0.000000000000000,22.000000000000000
마마6108,"16.00",16.0000000000000000000000000000000,129.2775365000,35.3590813000,0.000000000000000,30.000000000000000
마라3875,"131.00",131.0000000000000000000000000000000,129.0189233000,35.0650794900,0.000000000000000,102.000000000000000
마라5995,"49.00",49.0000000000000000000000000000000,129.2530034000,35.2422372100,0.000000000000000,50.000000000000000
마라5596,"4559.00",4559.0000000000000000000000000000000,129.2092478000,35.2518789700,0.000000000000000,243.000000000000000
마라4394,"3211.00",3211.0000000000000000000000000000000,129.0770417000,35.2356426900,0.000000000000000,221.000000000000000
